time,R_est,theta_deg,Q_F,Q_L,Q_R,chosen_action,chosen_action_name,front_state,front_min_depth_m,front_invalid_ratio,left_depth,center_depth,right_depth,left_invalid_ratio,center_invalid_ratio,right_invalid_ratio,left_danger,center_danger,right_danger,target_visible,target_like_front_object,depth_avoidance_active,disable_avoidance_near_target,ignore_invalids_near_target,s_forward_step,dpsi_step_deg,reward
1778602488.570431,4.7957697,24.919527,9.869124,9.692719,9.938983,2,R,SAFE,1.613,0.15661168981481483,0.906,0.886,0.885,0.2519806338028169,0.29354949139280123,0.32084793613707163,0.16378741197183097,0.2275748461729976,0.20855115848909656,1,0,0,0,0,0.0,0.0,0.13157101869583132
1778602488.7425332,4.9581842,18.709341,9.884878,9.723281,9.95949,2,R,SAFE,1.499,0.19147858796296297,0.87,0.864,0.88,0.2642556729264476,0.28085876369327073,0.32610494548286606,0.1757434601294637,0.22710365094608057,0.211968214563863,1,0,0,0,0,0.0,0.02590975635590098,-0.22479754924774173
1778602488.9112055,4.9441557,10.488179,10.327806,10.212829,10.424852,2,R,SAFE,1.552,0.20245949074074074,0.881,0.88,0.876,0.2997848200312989,0.3073650234741784,0.3452346183800623,0.1948601330203443,0.23867615414710486,0.22599341103794965,1,0,0,0,0,0.0003984458975284616,0.02446305059424958,0.14720786809921263
1778602489.0900433,5.076552,4.742078,10.110386,10.227754,10.179114,1,L,SAFE,2.407,0.20714699074074075,0.881,0.878,0.875,0.32548415492957744,0.27802230046948356,0.33406347352024923,0.21156470070422534,0.22031045490112394,0.21912989415179843,0,0,0,0,0,0.0,-0.001248123669236989,-0.4736505746841431
1778602489.3161106,5.04601,4.964255,7.2865486,7.6502666,7.3555675,1,L,SAFE,1.49,0.20263310185185185,0.883,0.88,0.875,0.32140062597809077,0.29313380281690143,0.33399045950155765,0.20891040688575901,0.22942586071987486,0.2190824350396489,1,0,0,0,0,-0.0003984458975284616,0.0,-0.08876663446426392
1778602489.5163167,4.990565,12.769021,10.270607,10.358889,10.143037,1,L,SAFE,1.493,0.20616319444444445,0.884,0.876,0.864,0.27384096244131456,0.30668035993740217,0.356065031152648,0.17799662558685447,0.23964526426234176,0.2378059066128576,1,0,0,0,0,0.0005976688462926926,-0.017454376881659073,0.02288545846939087
1778602489.701878,4.838639,20.439669,10.031734,10.140874,10.208865,2,R,SAFE,1.521,0.18334780092592592,0.885,0.881,0.878,0.2577758215962441,0.2863849765258216,0.34272780373831774,0.16755428403755868,0.2246855882771376,0.22356852697536114,1,0,0,0,0,0.0005976688462926924,0.004502534835136629,0.1654561877250672
1778602489.9384463,4.839485,18.574863,10.240037,10.111264,10.326016,2,R,SAFE,1.481,0.18744212962962964,0.88,0.876,0.875,0.24410700312989045,0.28359741784037557,0.34735202492211836,0.15866955203442884,0.22464135189927448,0.22776745256301337,1,0,0,0,0,0.0,0.0,-0.001165039539337158
1778602490.1782465,5.087847,11.204198,10.332024,10.203709,10.422709,2,R,SAFE,1.502,0.20736400462962962,0.883,0.877,0.853,0.2994669405320814,0.3125,0.3802813473520249,0.1946535113458529,0.24307449494949498,0.2579215121424526,1,0,0,0,0,0.0,0.0,-0.214489233493805
1778602490.3633187,5.1038013,2.0188591,10.119591,10.255492,10.236131,1,L,SAFE,2.391,0.21057581018518517,0.872,0.872,0.871,0.34751564945226915,0.2807609546165884,0.3460134345794392,0.2290669903257932,0.2242117922179542,0.228488277931181,1,0,0,0,0,0.0003984458975284616,0.00036739385945860903,-0.22111716270446777
1778602490.5925875,5.102806,2.45074,10.4002285,10.2960415,10.128377,0,F,SAFE,2.207,0.21021412037037038,0.878,0.872,0.848,0.3382482394366197,0.28254597026604067,0.31634540498442365,0.2206568101792574,0.22537205239009817,0.21835178596714816,0,0,0,0,0,0.0011953376925853848,0.0,1.076890766620636
1778602490.7910306,5.0868826,2.4584162,7.19132,7.4614844,7.187884,1,L,SAFE,2.399,0.2120949074074074,0.877,0.863,0.874,0.32457942097026604,0.3105438184663537,0.3587178738317757,0.2121698054488548,0.24675247190211985,0.2355529816270179,0,0,0,0,0,0.0031875671802276927,0.0,-0.12768867015838622
1778602491.0235374,4.985822,8.75763,7.27302,7.5285335,7.257168,1,L,SAFE,1.599,0.21070601851851853,0.87,0.863,0.864,0.30927230046948356,0.29504107981220656,0.336351246105919,0.2050042680324371,0.2366756917769242,0.22499194633248376,1,0,0,0,0,0.0017930065388780771,0.0,0.17712829470634467
1778602491.2071958,4.878172,15.708515,10.072977,10.243288,10.08409,1,L,SAFE,2.101,0.19500868055555556,0.877,0.879,0.873,0.2783401799687011,0.2823258998435055,0.36426693925233644,0.18211429879783758,0.22275425914070285,0.23955760142310964,1,0,0,0,0,0.0011953376925853845,0.0,0.17274057626724248
1778602491.40323,4.7557187,24.045713,10.41497,10.346583,10.511762,2,R,SAFE,1.524,0.17219328703703704,0.879,0.88,0.88,0.24141725352112675,0.2579469874804382,0.3488609813084112,0.15731894206145972,0.20655443075117375,0.22675963785046735,1,0,0,0,0,0.0007968917950569232,0.0,0.15569367647171026
1778602491.6790268,4.7905936,21.617151,9.948073,9.781915,10.015706,2,R,SAFE,1.508,0.17863136574074073,0.882,0.872,0.864,0.2814211658841941,0.2895393192488263,0.3382009345794392,0.18292375782472617,0.22991772922890885,0.2261942438402719,1,0,0,0,0,-0.0011953376925853852,0.0,-0.09715247392654419
1778602491.8945742,4.9898653,13.334103,10.147881,10.019388,10.22651,2,R,SAFE,1.458,0.19723668981481482,0.871,0.864,0.872,0.2915199530516432,0.3089788732394366,0.35119742990654207,0.19306751493811358,0.2453817221510884,0.2314601476210706,1,0,0,0,0,0.0003984458975284616,0.0,-0.19807779073715215
1778602492.11102,5.054441,2.756641,10.107776,10.182938,10.265958,2,R,SAFE,2.24,0.20497685185185185,0.881,0.876,0.89,0.3442390453834116,0.3063135758998435,0.341316199376947,0.22375537949921756,0.2394068546379286,0.22185552959501556,1,0,0,0,0,0.0,0.03570013742840672,-0.36979279518127445
1778602492.3081603,4.9468603,-7.114217,10.406785,10.346847,10.179719,0,F,SAFE,1.596,0.20593171296296298,0.88,0.872,0.871,0.3602063771517997,0.3021077856025039,0.26803446261682246,0.23413414514866987,0.23808723235879928,0.17780194615548012,1,0,0,0,0,0.0,0.01308321903959353,0.21037213325500492
1778602492.5238268,4.7924047,-11.188235,10.491696,10.412036,10.179745,0,F,SAFE,1.47,0.18932291666666667,0.904,0.882,0.869,0.35047437402190923,0.3008362676056338,0.18910630841121495,0.227808343114241,0.23372539212548019,0.12729410046728978,0,0,0,0,0,0.00996114743821154,0.0,0.06076225519180304
1778602492.779703,4.8311305,-13.0162525,7.8228817,7.9960136,7.8531437,1,L,SAFE,1.416,0.18600983796296297,0.888,0.88,0.86,0.34076682316118934,0.2747212441314554,0.18808411214953272,0.22149843505477307,0.21745769757433492,0.13020921835174176,1,0,0,0,0,0.008765809745626154,0.0,-0.17038002729415894
1778602493.0180323,4.9578233,-5.0642886,10.472728,10.424054,10.270133,0,F,SAFE,1.62,0.18955439814814815,0.912,0.908,0.884,0.3336756651017214,0.3025968309859155,0.2784754672897196,0.21688918231611892,0.2256778391307441,0.18100905373831774,1,0,0,0,0,0.003586013077756154,-0.012863482517076363,0.6685153722763061
1778602493.2392108,4.9427385,-1.9701865,10.518959,10.4031315,10.147818,0,F,SAFE,1.873,0.1871238425925926,0.882,0.886,0.879,0.334164710485133,0.2667987089201878,0.30203465732087226,0.21720706181533647,0.21018683756579887,0.1967202545312943,1,0,0,0,0,0.005777465514162692,0.0,1.1202062964439392
1778602493.4716568,4.773332,-0.94032645,10.472776,10.264842,10.053691,0,F,SAFE,2.037,0.180078125,0.909,0.897,0.892,0.3145784428794992,0.3034771126760563,0.3084842289719626,0.20447598787167448,0.23013891111822452,0.2005147488317757,0,0,0,0,0,0.0067735802579838465,-0.0051406737148695925,1.3735066771507265
1778602493.7393053,4.8008385,-0.34552708,7.524208,7.509904,7.3142757,0,F,SAFE,2.043,0.19424189814814816,0.892,0.89,0.883,0.2974618544600939,0.28772985133020346,0.30875194704049846,0.19335020539906103,0.22237793871816763,0.200688765576324,0,0,0,0,0,0.007371249104276539,0.0,0.9836276769638063
1778602493.945592,4.751396,0.9850393,7.4275126,7.438383,7.2191277,1,L,SAFE,2.194,0.20856481481481481,0.871,0.877,0.859,0.31677914710485133,0.3037460876369327,0.33304127725856697,0.20948599107269888,0.23738445191350127,0.2248291029453413,1,0,0,0,0,0.005578242565398462,0.0,-0.028770554065704338
1778602494.1503303,4.704076,5.990543,10.417647,10.21374,10.023912,0,F,SAFE,1.475,0.20707465277777778,0.874,0.866,0.862,0.3019121674491393,0.3031836854460094,0.3447235202492212,0.19862927247830423,0.24090777937828997,0.23122937907108473,1,0,0,0,0,0.00498057371910577,0.0,1.1181349992752074
1778602494.3936138,4.6090355,9.768955,10.233471,10.324801,10.105399,1,L,SAFE,2.2,0.20866608796296296,0.866,0.877,0.854,0.28702073552425666,0.32059370109546165,0.3604458722741433,0.1921316599089487,0.24833540066154505,0.24463072606910233,1,0,0,0,0,0.004382904872813077,0.0,0.1984480619430542
1778602494.647446,4.5487785,19.111616,10.138153,10.214591,10.158706,1,L,SAFE,1.481,0.18778935185185186,0.857,0.877,0.848,0.2729606807511737,0.28342625195618154,0.3516355140186916,0.18657216976099025,0.224176558721013,0.24129035683942232,1,0,0,0,0,0.0019922294876423075,0.0,0.008245790004730219
1778602494.8237958,4.4868326,29.224613,10.244007,10.092624,10.317668,2,R,SAFE,1.499,0.1678096064814815,0.862,0.862,0.854,0.23997456964006258,0.2508313771517997,0.3616384345794392,0.16314256117513162,0.2082929204011951,0.24540589156754467,1,0,0,0,0,0.000996114743821154,0.001456066692560043,0.016340973377227785
1778602495.019443,4.4811907,29.568419,9.370346,9.183724,9.457903,2,R,SAFE,1.458,0.16396122685185185,0.856,0.866,0.85,0.22400723787167448,0.23454616588419405,0.37538940809968846,0.15515015916204303,0.19629339166311002,0.2559349334466157,1,0,0,0,0,0.0003984458975284616,0.011523430601130258,-0.00876643419265747
1778602495.2512,4.5945926,24.421421,9.327064,9.14327,9.418139,2,R,SAFE,1.505,0.1765914351851852,0.856,0.871,0.853,0.2520784428794992,0.2587539123630673,0.35793905763239875,0.1733964424171291,0.21026075010670084,0.2433990238246956,1,0,0,0,0,0.0007968917950569232,0.03259812006237439,-0.24751738309860233
1778602495.4727545,4.5575185,16.535273,9.859545,9.676017,9.92142,2,R,SAFE,1.481,0.18914930555555556,0.859,0.869,0.843,0.26797241784037557,0.2832061815336463,0.3689154984423676,0.1825343443235169,0.2268617957746479,0.2545109830784481,1,0,0,0,0,0.00019922294876423058,0.037608643219826376,0.2093666744232178
1778602495.7139874,4.7134385,4.3766117,10.370057,10.2353945,10.4378195,2,R,SAFE,1.613,0.20578703703703705,0.871,0.873,0.849,0.3200802034428795,0.32959213615023475,0.3211156542056075,0.2116316776924172,0.255598524861289,0.2210547206881904,1,0,0,0,0,-0.000199222948764231,0.0,-0.48012381792068487
1778602495.9358084,4.5924926,-5.797802,10.241105,10.269631,10.080721,1,L,SAFE,1.809,0.18833912037037037,0.886,0.875,0.864,0.3199823943661972,0.32582648669796554,0.28606892523364486,0.20798855633802818,0.2524437820102433,0.19230843776550557,1,0,0,0,0,-0.0001992229487642308,-0.0026673773476142415,0.12095260620117193
1778602496.1594675,4.6318545,-2.8557177,10.446221,10.321668,10.0801935,0,F,SAFE,1.603,0.18719618055555556,0.877,0.875,0.863,0.32347906885759,0.32440825508607196,0.28599591121495327,0.21145457657561537,0.25152193146251245,0.1926587059260833,1,0,0,0,0,0.0017930065388780771,-0.005765941890505388,0.8544273972511292
1778602496.3519564,4.5258613,-1.8225096,10.431386,10.217953,10.006803,0,F,SAFE,1.69,0.19768518518518519,0.87,0.875,0.856,0.3033303990610329,0.3302523474178404,0.3119158878504673,0.20114203211694415,0.25532059147816194,0.21229078164825838,1,0,0,0,0,0.004781350770341539,0.0,1.2765886068344117
1778602496.6145616,4.678662,-1.5270319,10.427303,10.195692,9.988332,0,F,SAFE,1.527,0.20125868055555557,0.869,0.86,0.852,0.3159966744913928,0.34313869327073554,0.3183897975077882,0.20977283841940536,0.2689997465855741,0.218089732016426,1,0,0,0,0,0.013347937567203462,0.0,0.6689199209213257
1778602496.837659,4.590613,-0.93607694,10.358955,10.160132,9.947839,0,F,SAFE,1.461,0.21811342592592592,0.862,0.849,0.833,0.33392018779342725,0.330447965571205,0.3484228971962617,0.22420721297481866,0.2646396624697681,0.245168064995752,1,0,0,0,0,0.008168140899333463,0.0,1.2348437070846559
1778602497.0481021,4.5088205,-0.4927343,10.437876,10.214439,10.006715,0,F,SAFE,1.502,0.21293402777777778,0.847,0.842,0.851,0.34504597026604067,0.3488849765258216,0.33990459501557635,0.2374048806729265,0.27909846706501645,0.2324720776692156,1,0,0,0,0,0.008168140899333463,-0.008053583932831287,1.2172612190246581
1778602497.2809894,4.4382515,0.09841115,10.440767,10.209656,10.0025215,0,F,SAFE,1.487,0.21908275462962962,0.851,0.852,0.829,0.33533841940532083,0.36658841940532083,0.3322867990654206,0.2295040635225495,0.2870703514013374,0.23627051030161436,1,0,0,0,0,0.008367363848097692,0.0,1.1836042523384094
1778602497.5346146,4.4534755,0.8372905,10.383875,10.155332,9.948939,0,F,SAFE,2.446,0.22116608796296297,0.848,0.857,0.848,0.34956964006259783,0.37260367762128327,0.3554565809968847,0.23994753876796138,0.2892125924740362,0.24377405037524785,1,0,0,0,0,0.008367363848097694,0.0,0.9216842174530029
